accession_number,description,strain,organism,isolation_source,host,country,collection_date,size,reference,genotype
MH018082,"Yellow fever virus isolate YFV/Monkey/Brazil/2017/M78 polyprotein gene, partial cds",YFV/Monkey/Brazil/2017/M78,Yellow fever virus,liver,Callithrix sp.,Brazil,20-Feb-2017,10213,"location: [0:10213]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",SAI
MH018081,"Yellow fever virus isolate YFV/Monkey/Brazil/2017/M73 polyprotein gene, partial cds",YFV/Monkey/Brazil/2017/M73,Yellow fever virus,liver,Cebidae sp.,Brazil,22-Feb-2017,10213,"location: [0:10213]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",
MH018080,"Yellow fever virus isolate YFV/Human/Brazil/2017/M68 polyprotein gene, partial cds",YFV/Human/Brazil/2017/M68,Yellow fever virus,liver,Homo sapiens,Brazil,28-Jan-2017,10213,"location: [0:10213]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",SAI
MH018079,"Yellow fever virus isolate YFV/Human/Brazil/2017/M58 polyprotein gene, partial cds",YFV/Human/Brazil/2017/M58,Yellow fever virus,liver,Homo sapiens,Brazil,28-Jan-2017,10213,"location: [0:10213]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",SAI
MH018078,"Yellow fever virus isolate YFV/Human/Brazil/2017/M51 polyprotein gene, partial cds",YFV/Human/Brazil/2017/M51,Yellow fever virus,liver,Homo sapiens,Brazil,18-Jan-2017,10213,"location: [0:10213]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",SAI
MH018077,"Yellow fever virus isolate YFV/Human/Brazil/2017/M48 polyprotein gene, partial cds",YFV/Human/Brazil/2017/M48,Yellow fever virus,liver,Homo sapiens,Brazil,07-Jan-2017,10213,"location: [0:10213]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",SAI
MH018076,"Yellow fever virus isolate YFV/Human/Brazil/2017/M47 polyprotein gene, partial cds",YFV/Human/Brazil/2017/M47,Yellow fever virus,liver,Homo sapiens,Brazil,19-Jan-2017,10213,"location: [0:10213]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",SAI
MH018075,"Yellow fever virus isolate YFV/Human/Brazil/2017/M43 polyprotein gene, partial cds",YFV/Human/Brazil/2017/M43,Yellow fever virus,liver,Homo sapiens,Brazil,18-Jan-2017,9519,"location: [0:9519]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",
MH018074,"Yellow fever virus isolate YFV/Human/Brazil/2017/M36 polyprotein gene, partial cds",YFV/Human/Brazil/2017/M36,Yellow fever virus,liver,Homo sapiens,Brazil,14-Jan-2017,10213,"location: [0:10213]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",SAI
MH018073,"Yellow fever virus isolate YFV/Human/Brazil/2017/M35 polyprotein gene, partial cds",YFV/Human/Brazil/2017/M35,Yellow fever virus,liver,Homo sapiens,Brazil,20-Jan-2017,10213,"location: [0:10213]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",SAI
MH018071,"Yellow fever virus isolate YFV/Human/Brazil/2017/M25 polyprotein-like gene, partial sequence",YFV/Human/Brazil/2017/M25,Yellow fever virus,liver,Homo sapiens,Brazil,25-Jan-2017,9925,"location: [0:9925]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",
MH018070,"Yellow fever virus isolate YFV/Human/Brazil/2017/M18 polyprotein gene, partial cds",YFV/Human/Brazil/2017/M18,Yellow fever virus,liver,Homo sapiens,Brazil,21-Jan-2017,10213,"location: [0:10213]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",SAI
MH018069,"Yellow fever virus isolate YFV/Human/Brazil/2017/M17 polyprotein gene, partial cds",YFV/Human/Brazil/2017/M17,Yellow fever virus,liver,Homo sapiens,Brazil,14-Jan-2017,9509,"location: [0:9509]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",
MH018068,"Yellow fever virus isolate YFV/Human/Brazil/2017/M16 polyprotein gene, partial cds",YFV/Human/Brazil/2017/M16,Yellow fever virus,liver,Homo sapiens,Brazil,09-Jan-2017,10213,"location: [0:10213]
authors: Faria,N.R., Kraemer,M.U.G., Hill,S., de Jesus,J.G., Aguiar,R.Sd.S., Iani,F.C.M., Xavier,J., Quick,J., Plessis,Ld., Dellicour,S., Theze,J., Carvalho,R.D.O., Baele,G., Wu,C.-H., Silveira,P.P., Arruda,M.B., Pereira,M.A., Pereira,Gd.C., Lourenco,J., Obolski,U., Abade,L., Vasylyeva,T., Giovanetti,M., Li,D., Weiss,D.J., Wint,W.G.R., Shearer,F.M., Funk,S., Nikolay,B., Adelino,T.E.R., Oliveira,M.A.A., Silva,M.V.F., Sacchetto,L., Figueiredo,Pd.O., Rezende,I.Md.M., de Mello,E.M., Said,R.Fd.C.F., Santos,D.Ad.A., Ferraz,M.L., de Brito,M.G., de Santana,L.F., Menezes,M.T., Brindeiro,R.M., Tanuri,A., dos Santos,F.C.P., Cunha,M.S., Nogueira,J.S., Rocco,I.M., da Costa,A.C., Komninakis,S.C.V., Azevedo,V., Chieppe,A.O., de Araujo,E.S.M., de Mendonca,M.C.L., dos Santos,C.C., Rodrigues,C.Dd.S.D., Guia,M.A.M., Nogueira,R.M.R., de Sequeira,P.C., de Abreu,R.G., Garcia,M.Hd.O.H., de Abreu,A.L., Okumoto,O., Kroon,E.G., de Albuquerque,C.F.C., Lewandowski,K., Pullan,S.T., Carroll,M., Sabino,E.C., Souza,R.P., Suchard,M.A., Lemey,P., Trindade,Gd.S., Drumond,B.P., de Filippis,A.M.B., Loman,N., Cauchemez,S., Alcantara,L.C.J. and Pybus,O.G.
title: Genomic and epidemiological monitoring of yellow fever virus transmission potential
journal: bioRxivorg (2018) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",SAI
